city_id,city,name,rating,url
6,Paris,Hotel Trianon Rive Gauche,8.3,https://www.booking.com/hotel/fr/trianon-rive-gauche.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults
6,Paris,Le Penthouse Bourdonnais L,,https://www.booking.com/hotel/fr/le-penthouse-bourdonnais-l.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Charmant studio au cœur du 12ᵉ arrondissement,,https://www.booking.com/hotel/fr/charmant-studio-au-coeur-du-12-arrondissement.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Sunny Bastille-Roquette Paris,8.3,https://www.booking.com/hotel/fr/sunny-bastille-roquette-paris.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,PARIS RIVOLI NOTRE DAME Chambre d'Hôtes Studio Private,8.9,https://www.booking.com/hotel/fr/paris-rivoli-notre-dame.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Ibis Styles Paris Batignolles,8.4,https://www.booking.com/hotel/fr/mirific.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Hilton Paris Opera,7.5,https://www.booking.com/hotel/fr/hilton-paris-opera.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults
6,Paris,Studio cosy Disney - Paris parking privé,,https://www.booking.com/hotel/fr/studio-cosy-disney-paris-parking-prive.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,"JOIVY Premium flats in the heart of the 9th arr, near Moulin Rouge",9.0,https://www.booking.com/hotel/fr/altido-pleasant-1-bed-flat-with-shared-courtyard.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Cozy studio in the heart of Paris,,https://www.booking.com/hotel/fr/cozy-studio-in-the-heart-of-paris-paris8.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
